"Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
"2008","4","3","4","2330","2115","NA","2207","DL","1770","N907DA","NA","112","NA","NA","135","SLC","SNA","588","NA","13","0","","1","NA","NA","NA","NA","NA"
"2008","4","3","4","1741","1750","2035","2033","DL","1771","N6700","294","283","269","2","-9","BWI","SLC","1864","6","19","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1402","1405","1818","1754","DL","1772","N992DL","196","169","163","24","-3","MSY","LGA","1183","10","23","0","","0","0","0","24","0","0"
"2008","4","3","4","721","725","807","811","DL","1773","N920DE","46","46","28","-4","-4","CMH","CVG","116","6","12","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","900","901","1118","1119","DL","1773","N920DE","138","138","119","-1","-1","CVG","RSW","879","5","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1905","1905","2135","2133","DL","1774","N698DL","330","328","319","2","0","FLL","LAS","2174","6","5","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1757","1805","2056","2048","DL","1775","N386DA","359","343","314","8","-8","MCO","LAX","2217","13","32","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","617","610","912","908","DL","1776","N613DL","115","118","88","4","7","LAX","SLC","590","13","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1001","1000","1622","1623","DL","1776","N613DL","261","263","220","-1","1","SLC","PHL","1926","6","35","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1129","1135","1434","1432","DL","1777","N904DE","185","177","167","2","-6","PBI","BOS","1197","8","10","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","644","645","1405","1415","DL","1778","N614DL","261","270","219","-10","-1","SNA","ATL","1919","13","29","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1504","1505","1647","1700","DL","1778","N614DL","103","115","84","-13","-1","ATL","MIA","595","6","13","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","558","600","802","804","DL","1779","N934DL","64","64","38","-2","-2","BNA","ATL","214","9","17","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","850","851","1036","1025","DL","1779","N934DL","166","154","134","11","-1","ATL","SAT","874","5","27","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","852","855","1541","1604","DL","1780","N6714Q","229","249","213","-23","-3","SNA","ATL","1919","6","10","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1022","1015","1749","1751","DL","1781","N377DA","267","276","239","-2","7","LAX","TPA","2158","4","24","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1250","1219","2004","1929","DL","1782","N695DA","254","250","237","35","31","SNA","ATL","1919","4","13","0","","0","0","0","4","0","31"
"2008","4","3","4","725","730","1015","1011","DL","1783","N948DL","170","161","143","4","-5","TPA","LGA","1011","15","12","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1435","1430","2130","2142","DL","1784","N640DL","235","252","204","-12","5","SNA","ATL","1919","11","20","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","2328","2245","54","2348","DL","1784","N640DL","86","63","42","66","43","ATL","JAX","270","11","33","0","","0","43","0","23","0","0"
"2008","4","3","4","2046","2005","2120","2040","DL","1785","N616DL","94","95","62","40","41","ATL","MSY","425","6","26","0","","0","0","28","0","0","12"
"2008","4","3","4","1550","1554","1853","1900","DL","1786","N966DL","183","186","159","-7","-4","FLL","LGA","1076","8","16","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","718","725","1038","1051","DL","1787","N904DE","200","206","176","-13","-7","BOS","PBI","1197","5","19","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1108","1100","1742","1755","DL","1789","N136DL","214","235","188","-13","8","LAS","ATL","1747","7","19","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1204","1210","1457","1511","DL","1790","N907DE","173","181","148","-14","-6","MIA","JFK","1090","10","15","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","2216","2215","537","546","DL","1791","N375DA","261","271","238","-9","1","LAX","TPA","2158","6","17","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1846","1840","2145","2148","DL","1792","N925DL","179","188","156","-3","6","TPA","BOS","1185","6","17","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1043","1045","1318","1321","DL","1793","N992DL","215","216","178","-3","-2","LGA","MSY","1183","3","34","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1509","1458","1817","1812","DL","1794","N977DL","188","194","156","5","11","FLL","JFK","1069","9","23","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","826","830","949","957","DL","1797","N134DL","83","87","60","-8","-4","ATL","TPA","406","7","16","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","953","950","1137","1125","DL","1798","N382DA","104","95","59","12","3","SLC","DEN","391","6","39","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","736","720","853","840","DL","1800","N129DL","77","80","58","13","16","ATL","MCO","403","8","11","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1732","1740","1945","1936","DL","1801","N989DL","133","116","98","9","-8","BWI","ATL","576","15","20","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","2300","2226","657","626","DL","1802","N3734B","297","300","265","31","34","LAS","BOS","2381","11","21","0","","0","5","0","0","0","26"
"2008","4","3","4","1330","1330","1449","1456","DL","1804","N686DA","79","86","58","-7","0","ATL","MCO","403","7","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1639","1644","1812","1812","DL","1805","N906DE","93","88","71","0","-5","RDU","ATL","356","11","11","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","841","840","1117","1056","DL","1806","N3739","336","316","306","21","1","ATL","SJC","2116","5","25","0","","0","0","0","21","0","0"
"2008","4","3","4","710","710","1001","1011","DL","1807","N925DL","171","181","150","-10","0","LGA","TPA","1011","3","18","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1712","1700","2028","2011","DL","1808","N909DA","136","131","115","17","12","AUS","ATL","813","13","8","0","","0","0","0","5","0","12"
"2008","4","3","4","2319","2250","110","27","DL","1809","N662DN","111","97","71","43","29","ATL","RSW","515","4","36","0","","0","0","0","14","0","29"
"2008","4","3","4","1718","1715","2004","2000","DL","1810","N901DA","106","105","86","4","3","LAX","SLC","590","5","15","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1800","1735","2010","1907","DL","1811","N922DL","130","92","96","63","25","IND","ATL","432","10","24","0","","0","25","0","38","0","0"
"2008","4","3","4","1519","1515","1737","1738","DL","1812","N979DL","138","143","117","-1","4","ATL","BDL","859","5","16","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1505","1510","1714","1717","DL","1813","N902DA","129","127","109","-3","-5","CVG","TPA","773","6","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","843","750","1111","1000","DL","1815","N3751B","148","130","114","71","53","MCO","CVG","756","7","27","0","","0","53","0","18","0","0"
"2008","4","3","4","2329","2330","549","552","DL","1816","N612DL","200","202","175","-3","-1","PHX","ATL","1587","9","16","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1935","1935","2202","2216","DL","1817","N394DA","327","341","291","-14","0","TPA","LAX","2158","8","28","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","846","829","1024","1020","DL","1818","N121DE","98","111","80","4","17","ATL","FLL","581","4","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1430","1440","1623","1607","DL","1819","N6710E","113","87","79","16","-10","RDU","ATL","356","10","24","0","","0","0","0","16","0","0"
"2008","4","3","4","1635","1505","1852","1709","DL","1820","N625DL","137","124","103","103","90","CVG","MCO","756","8","26","0","","0","0","0","13","0","90"
"2008","4","3","4","1533","1535","1857","1845","DL","1821","N959DL","204","190","177","12","-2","BOS","PBI","1197","5","22","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1846","1855","2139","2144","DL","1822","N908DE","173","169","151","-5","-9","PBI","LGA","1035","7","15","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","653","700","842","837","DL","1824","N683DA","109","97","74","5","-7","MCO","ATL","403","14","21","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","823","820","1035","1035","DL","1825","N832MH","252","255","227","0","3","ATL","SLC","1589","8","17","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1221","1220","1437","1502","DL","1825","N832MH","376","402","359","-25","1","SLC","HNL","2994","2","15","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","2151","2146","756","753","DL","1826","N828MH","365","367","346","3","5","HNL","SLC","2994","4","15","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","758","805","1044","1036","DL","1827","N631DL","166","151","126","8","-7","EWR","ATL","745","10","30","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","925","930","1706","1716","DL","1828","N386DA","281","286","246","-10","-5","LAX","MCO","2217","9","26","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1444","1430","1624","1613","DL","1829","N171DZ","100","103","82","11","14","ATL","FLL","581","3","15","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","2026","2000","2237","2201","DL","1830","N980DL","131","121","89","36","26","ATL","BUF","712","7","35","0","","0","0","0","10","0","26"
"2008","4","3","4","1935","1940","2231","2245","DL","1831","N959DL","176","185","156","-14","-5","PBI","BOS","1197","8","12","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1745","1745","2020","2006","DL","1832","N604DL","155","141","105","14","0","ATL","EWR","745","8","42","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1447","1455","1808","1758","DL","1833","N908DE","201","183","157","10","-8","LGA","PBI","1035","4","40","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1516","1525","1848","1835","DL","1834","N904DE","212","190","182","13","-9","BOS","FLL","1237","4","26","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1144","1145","1452","1452","DL","1835","N966DL","188","187","159","0","-1","LGA","FLL","1076","4","25","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1420","1412","1600","1527","DL","1837","N978DL","100","75","75","33","8","CHS","ATL","259","15","10","0","","0","0","0","25","0","8"
"2008","4","3","4","1646","1615","1703","1631","DL","1837","N978DL","77","76","47","32","31","ATL","PNS","272","6","24","0","","0","0","0","1","0","31"
"2008","4","3","4","1843","1815","2113","2011","DL","1838","N996DL","90","56","43","62","28","BHM","ATL","134","20","27","0","","0","3","0","34","0","25"
"2008","4","3","4","821","830","959","1004","DL","1840","N907DL","98","94","72","-5","-9","IND","ATL","432","8","18","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1102","1052","1126","1108","DL","1840","N907DL","84","76","49","18","10","ATL","PNS","272","6","29","0","","0","10","0","8","0","0"
"2008","4","3","4","1950","1950","2253","2255","DL","1841","N966DL","183","185","144","-2","0","LGA","PBI","1035","5","34","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","729","730","1031","1023","DL","1842","N936DL","182","173","147","8","-1","PBI","LGA","1035","25","10","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","740","745","1128","1113","DL","1843","N951DL","228","208","192","15","-5","BOS","RSW","1249","6","30","0","","0","0","0","15","0","0"
"2008","4","3","4","1137","1140","1444","1451","DL","1844","N959DL","187","191","165","-7","-3","RSW","BOS","1249","8","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1419","1422","1712","1700","DL","1846","N918DE","173","158","143","12","-3","MCO","LGA","950","8","22","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1905","1845","2156","2137","DL","1847","N992DL","171","172","137","19","20","LGA","MCO","950","5","29","0","","0","0","0","0","0","19"
"2008","4","3","4","2011","2000","2101","2058","DL","1849","N396DA","50","58","27","3","11","ATL","TYS","152","6","17","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","2014","1750","2330","2059","DL","1850","N918DE","196","189","145","151","144","LGA","TPA","1011","5","46","0","","0","137","0","7","0","7"
"2008","4","3","4","938","942","1148","1136","DL","1851","N707TW","130","114","104","12","-4","BWI","ATL","576","14","12","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1230","1230","1354","1355","DL","1851","N707TW","84","85","60","-1","0","ATL","MCO","403","5","19","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1514","1515","1854","1821","DL","1853","N908DL","220","186","171","33","-1","LGA","TPA","1011","5","44","0","","0","0","0","33","0","0"
"2008","4","3","4","643","645","1405","1409","DL","1854","N3734B","262","264","236","-4","-2","SFO","CVG","2036","7","19","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","2209","2205","536","547","DL","1855","N395DN","267","282","245","-11","4","LAX","MCO","2217","8","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1118","1127","1409","1419","DL","1856","N676DL","171","172","156","-10","-9","MCO","BOS","1121","6","9","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1508","1510","1827","1818","DL","1857","N676DL","199","188","165","9","-2","BOS","MCO","1121","10","24","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","735","740","1009","1013","DL","1858","N706TW","154","153","133","-4","-5","MCO","JFK","944","7","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","2017","1927","2255","2200","DL","1859","N621DL","338","333","301","55","50","ATL","SEA","2182","8","29","0","","0","40","1","5","0","9"
"2008","4","3","4","816","815","1132","1139","DL","1861","N993DL","196","204","163","-7","1","JFK","FLL","1069","5","28","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1118","1100","1426","1407","DL","1862","N977DL","188","187","163","19","18","JFK","FLL","1069","4","21","0","","0","3","0","1","0","15"
"2008","4","3","4","727","725","1009","1015","DL","1863","N642DL","162","170","136","-6","2","LGA","MCO","950","7","19","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","957","947","1148","1132","DL","1864","N909DA","111","105","72","16","10","ATL","PIT","526","3","36","0","","0","0","0","6","0","10"
"2008","4","3","4","1222","1221","1344","1330","DL","1865","N937DL","82","69","59","14","1","CLT","ATL","227","9","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","710","715","1008","1014","DL","1866","N961DL","178","179","155","-6","-5","LGA","FLL","1076","3","20","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","812","815","1058","1119","DL","1867","N371DA","166","184","134","-21","-3","JFK","MCO","944","6","26","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1730","1730","1808","1745","DL","1868","N929DL","98","75","42","23","0","ATL","BNA","214","11","45","0","","0","0","0","23","0","0"
"2008","4","3","4","1128","1130","1258","1255","DL","1869","N631DL","90","85","59","3","-2","ATL","TPA","406","5","26","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1706","1630","1927","1827","DL","1870","N616DL","141","117","109","60","36","MIA","ATL","595","13","19","0","","0","0","0","24","0","36"
"2008","4","3","4","1035","1020","1213","1153","DL","1871","N830MH","98","93","59","20","15","ATL","MCO","403","10","29","0","","0","0","0","20","0","0"
"2008","4","3","4","1057","1100","1402","1350","DL","1872","N925DL","185","170","163","12","-3","TPA","BOS","1185","11","11","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1219","1200","1355","1337","DL","1874","N917DL","96","97","75","18","19","SRQ","ATL","445","9","12","0","","0","0","0","0","0","18"
"2008","4","3","4","1435","1435","1506","1505","DL","1874","N917DL","91","90","68","1","0","ATL","MSY","425","8","15","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","557","600","735","724","DL","1875","N636DL","98","84","71","11","-3","RDU","ATL","356","8","19","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","821","815","925","922","DL","1875","N636DL","64","67","45","3","6","ATL","JAX","270","4","15","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","550","600","819","820","DL","1877","N3735D","149","140","123","-1","-10","EWR","ATL","745","12","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1905","1902","2144","2124","DL","1878","N976DL","99","82","73","20","3","MSY","ATL","425","13","13","0","","0","0","0","20","0","0"
"2008","4","3","4","2242","2244","6","2348","DL","1878","N976DL","84","64","38","18","-2","ATL","CLT","227","6","40","0","","0","0","0","18","0","0"
"2008","4","3","4","755","800","1137","1115","DL","1879","N916DL","222","195","187","22","-5","BOS","TPA","1185","5","30","0","","0","0","0","22","0","0"
"2008","4","3","4","815","815","1111","1120","DL","1880","N983DL","176","185","152","-9","0","JFK","TPA","1005","5","19","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","932","935","1155","1205","DL","1881","N938DL","143","150","128","-10","-3","CVG","FLL","932","5","10","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1701","1705","1828","1820","DL","1882","N124DE","87","75","56","8","-4","JAX","ATL","270","16","15","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","725","720","1030","1030","DL","1883","N658DL","185","190","160","0","5","BOS","MCO","1121","7","18","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","706","710","928","935","DL","1884","N3742C","322","325","294","-7","-4","MCO","LAX","2217","10","18","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1905","1900","2235","2209","DL","1885","N948DL","210","189","165","26","5","LGA","FLL","1076","4","41","0","","0","0","0","26","0","0"
"2008","4","3","4","1028","1029","1332","1324","DL","1887","N918DE","184","175","137","8","-1","LGA","MCO","950","6","41","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","652","700","934","936","DL","1888","N918DE","162","156","133","-2","-8","MCO","LGA","950","13","16","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1905","1905","2224","2213","DL","1889","N397DA","379","368","360","11","0","BOS","LAS","2381","9","10","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","2026","2015","2216","2148","DL","1890","N937DL","110","93","75","28","11","ATL","IND","432","11","24","0","","0","0","0","17","0","11"
"2008","4","3","4","1056","1059","1114","1121","DL","1891","N910DN","78","82","57","-7","-3","SLC","LAS","368","8","13","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1840","1845","2138","2129","DL","1892","N377DA","178","164","146","9","-5","TPA","LGA","1011","12","20","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1130","1110","1434","1418","DL","1893","N948DL","184","188","153","16","20","LGA","PBI","1035","3","28","0","","0","16","0","0","0","0"
"2008","4","3","4","1508","1510","1826","1759","DL","1894","N948DL","198","169","165","27","-2","PBI","LGA","1035","13","20","0","","0","0","0","27","0","0"
"2008","4","3","4","735","740","1046","1042","DL","1895","N969DL","191","182","153","4","-5","FLL","LGA","1076","18","20","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","2321","2315","636","630","DL","1896","N397DA","255","255","235","6","6","LAS","MCO","2039","7","13","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1039","1040","1321","1323","DL","1897","N939DL","162","163","144","-2","-1","TPA","LGA","1011","7","11","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1517","1140","1832","1429","DL","1898","N968DL","195","169","165","243","217","PBI","LGA","1035","11","19","0","","0","0","0","26","0","217"
"2008","4","3","4","916","915","1718","1745","DL","1899","N397DA","302","330","273","-27","1","LAX","BOS","2611","8","21","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","559","600","707","708","DL","1905","N910DE","68","68","43","-1","-1","BOS","LGA","185","4","21","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","612","600","722","702","DL","1906","N908DE","70","62","38","20","12","LGA","BOS","185","6","26","0","","0","12","0","8","0","0"
"2008","4","3","4","629","630","738","741","DL","1907","N909DE","69","71","48","-3","-1","BOS","LGA","185","4","17","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","628","630","736","733","DL","1908","N914DE","68","63","39","3","-2","LGA","BOS","185","7","22","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","737","730","855","841","DL","1909","N908DE","78","71","40","14","7","BOS","LGA","185","2","36","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","730","730","831","840","DL","1910","N910DE","61","70","40","-9","0","LGA","BOS","185","11","10","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","828","830","948","947","DL","1911","N914DE","80","77","54","1","-2","BOS","LGA","185","2","24","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","828","830","937","943","DL","1912","N909DE","69","73","38","-6","-2","LGA","BOS","185","8","23","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","926","930","1044","1041","DL","1913","N910DE","78","71","57","3","-4","BOS","LGA","185","3","18","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","955","930","1120","1050","DL","1914","N908DE","85","80","41","30","25","LGA","BOS","185","9","35","0","","0","25","0","5","0","0"
"2008","4","3","4","1026","1030","1139","1137","DL","1915","N909DE","73","67","44","2","-4","BOS","LGA","185","4","25","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","NA","1029","NA","1147","DL","1916","N914DE","NA","78","NA","NA","NA","LGA","BOS","185","NA","NA","1","A","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1141","1130","1246","1240","DL","1917","N908DE","65","70","46","6","11","BOS","LGA","185","2","17","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1130","1130","1244","1250","DL","1918","N915DE","74","80","43","-6","0","LGA","BOS","185","6","25","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1229","1230","1329","1339","DL","1919","N916DE","60","69","44","-10","-1","BOS","LGA","185","3","13","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1228","1229","1338","1339","DL","1920","N909DE","70","70","37","-1","-1","LGA","BOS","185","7","26","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1328","1330","1429","1438","DL","1921","N915DE","61","68","44","-9","-2","BOS","LGA","185","3","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1328","1330","1422","1441","DL","1922","N914DE","54","71","38","-19","-2","LGA","BOS","185","5","11","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1426","1430","1524","1540","DL","1923","N909DE","58","70","41","-16","-4","BOS","LGA","185","3","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1427","1429","1543","1543","DL","1924","N916DE","76","74","43","0","-2","LGA","BOS","185","10","23","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1528","1530","1644","1637","DL","1925","N914DE","76","67","54","7","-2","BOS","LGA","185","3","19","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1528","1529","1634","1650","DL","1926","N915DE","66","81","38","-16","-1","LGA","BOS","185","7","21","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1627","1630","1730","1740","DL","1927","N916DE","63","70","44","-10","-3","BOS","LGA","185","2","17","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1629","1629","1750","1753","DL","1928","N909DE","81","84","44","-3","0","LGA","BOS","185","5","32","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1728","1730","1840","1840","DL","1929","N915DE","72","70","56","0","-2","BOS","LGA","185","3","13","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1728","1729","1851","1856","DL","1930","N914DE","83","87","37","-5","-1","LGA","BOS","185","7","39","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1830","1830","1946","1945","DL","1931","N909DE","76","75","43","1","0","BOS","LGA","185","3","30","0","","0","NA","NA","NA","NA","NA"
"2008","4","3","4","1828","1829","1953","1952","DL","1932","N916DE","85","83","37","1","-1","LGA","BOS","185","6","42","0","","0","NA","NA","NA","NA","NA"
